"Account Name","Opportunity Name","Stage","Fiscal Period","Amount","Probability (%)","Close Date","Created Date","Next Step","Lead Source","Type","Primary Contact","Account ID","Contact: Email","Contact: Title"
"BANK OF AMERICA TECHNOLOGY & OPERATIONS INC","PaaS: Generative AI Implementation","Qualify","Q1-2025","46359.06","8","2/26/2025","1/12/2025","Send introduction email to the CFO","Event","New Business","","001Hu00003XRhqI","",""
"AT&T SYSTEM A","PaaS: Integration Cloud Implementation","Closed Lost","Q1-2025","99532.36","1","2/26/2025","1/12/2025","Document feedback from the CTO","Referral","New Business","","001Hu00003XRhtS","",""
"Citigroup - Global Equities (formerly Salomon Smith Barney)","PaaS: Integration Cloud Implementation","Closed Won","Q1-2025","23496.06","96","2/26/2025","1/12/2025","Set up a kickoff meeting with the VP of Sales","Event","Expansion","Victoria Battle","001Hu00003XRhnD","victoria.battle@citigroup-globalequities.com","VP of Marketing"
"VERIZON Virginia Inc.","SaaS: SCM Expansion Project","Negotiate","Q1-2025","13736.57","79","2/27/2025","1/12/2025","Resolve open concerns with the VP of Sales","Event","Expansion","","001Hu00003XRhr3","",""
"Target West Jefferson T-3880 DC","SaaS: SCM Implementation","Meet & Present","Q1-2025","86007.79","29","2/27/2025","1/12/2025","Demonstrate product features to the CEO","Referral","Renewal","Logan Simpson","001Hu00003XRhvS","logan.simpson@targetwestjeffersont-3880dc.com","Director of Marketing"
"Target West Jefferson T-3880 DC","OCI: IaaS Implementation","Propose","Q1-2025","9595.98","54","2/27/2025","1/12/2025","Discuss pricing options with the CFO","Cold Call","New Business","Mia White","001Hu00003XRhvS","mia.white@targetwestjeffersont-3880dc.com","Executive Director"
"Citigroup Services Japan Ltd","PaaS: Integration Cloud Adoption Initiative","Meet & Present","Q1-2025","65270.90","20","2/27/2025","1/12/2025","Discuss initial feedback with the Director of Operations","Social Media","Expansion","Jude Broomfield","001Hu00003XRhnX","jude.broomfield@citigroupservicesjapanltd.com","CRO"
"CITI GROUP TECHNOLOGY","OCI: Compute Adoption Initiative","Meet & Present","Q1-2025","24175.00","29","2/27/2025","1/12/2025","Hold a meeting with the VP of Sales to present our solution","Cold Call","Renewal","Samuel Tucker","001Hu00003XRhuc","samuel.tucker@citigrouptechnology.com","CEO"
"AT&T Wireline Puerto Rico","SaaS: EPM Upgrade Proposal","Qualify","Q1-2025","7768.80","12","2/27/2025","1/12/2025","Gather requirements from the Director of Operations","Referral","Expansion","","001Hu00003XRhu4","",""
"Verizon Digital Media","PaaS: Integration Cloud Upgrade Proposal","Propose","Q1-2025","10007.24","47","2/27/2025","1/12/2025","Discuss pricing options with the CTO","Cold Call","Expansion","Hazel Burton","001Hu00003XRhu2","hazel.burton@verizondigitalmedia.com","Director of Product"
"COMCAST SPORTSNET MID-ATLANTIC, L.P.","SaaS: HCM Upgrade Proposal","Closed Lost","Q1-2025","14838.62","5","2/27/2025","1/12/2025","Document feedback from the Director of Operations","Event","Expansion","","001Hu00003XRhwS","",""
"CHEVRON PHILLIPS CHEMICAL","SaaS: SCM Implementation","Propose","Q1-2025","18221.73","54","2/28/2025","1/12/2025","Review the proposal with the CTO","Referral","New Business","Grace Martin","001Hu00003XRhuv","grace.martin@chevronphillipschemical.com","Senior Director"
"MORGAN STANLEY & CO.","PaaS: IoT Cloud Implementation","Propose","Q1-2025","16695.19","53","2/28/2025","1/12/2025","Discuss pricing options with the CFO","Cold Call","Expansion","","001Hu00003XRhsP","",""
"WalMart Stores Incorporated","PaaS: Integration Cloud Expansion Project","Qualify","Q1-2025","71941.29","13","2/28/2025","1/12/2025","Schedule an initial call with the CFO","Web","Renewal","Isabella Chaney","001Hu00003XRhrd","isabella.chaney@walmartstoresincorporated.com","VP of Marketing"
"Verizon Accounts Payable","SaaS: SCM Expansion Project","Qualify","Q1-2025","147780.60","11","2/28/2025","1/12/2025","Schedule an initial call with the CFO","Cold Call","Renewal","Isaac Hicks","001Hu00003XRhvn","isaac.hicks@verizonaccountspayable.com","VP of Product"
"JOHNSON & JOHNSON HEALTH CARE SYSTEMS INC","PaaS: Generative AI Expansion Project","Qualify","Q1-2025","11984.22","7","2/28/2025","1/12/2025","Schedule an initial call with the Director of Operations","Event","Renewal","","001Hu00003XRho5","",""
"ExxonMobil Pipeline","PaaS: IoT Cloud Upgrade Proposal","Meet & Present","Q1-2025","14513.49","27","2/28/2025","1/12/2025","Discuss initial feedback with the CTO","Event","Renewal","Delilah Broomfield","001Hu00003XRhuV","delilah.broomfield@exxonmobilpipeline.com","VP of Sales"
"JOHNSON & JOHNSON INC., MGRS.","SaaS: Financials Adoption Initiative","Meet & Present","Q1-2025","66647.23","26","2/28/2025","1/12/2025","Discuss initial feedback with the CFO","Cold Call","Renewal","","001Hu00003XRhnE","",""
"IBM Alliance Main","OCI: Networking Adoption Initiative","Propose","Q1-2025","107740.39","53","2/28/2025","1/12/2025","Discuss pricing options with the Product Manager","Cold Call","Renewal","Isaac Adkins","001Hu00003XRhs2","isaac.adkins@ibmalliancemain.com","Senior Director"
"Artificial Medical Intelligence Incorporated","OCI: Networking Upgrade Proposal","Closed Lost","Q1-2025","93334.84","4","2/28/2025","1/12/2025","Document feedback from the Director of Operations","Referral","Renewal","Rose Austin","001Hu00003XRhn1","rose.austin@artificialmedicalintelligenceincorporated.com","Director of Marketing"
"IBM RESEARCH","OCI: Compute Adoption Initiative","Closed Lost","Q1-2025","9601.56","1","2/28/2025","1/12/2025","Plan re-engagement strategy with the VP of Sales","Web","Renewal","Maya Brandt","001Hu00003XRhs7","maya.brandt@ibmresearch.com","CEO"
"IBM PC Company","PaaS: Analytics Cloud Implementation","Closed Won","Q1-2025","378264.80","99","2/28/2025","1/12/2025","Prepare onboarding materials for the CRO","Cold Call","Expansion","Madison Lee","001Hu00003XRhuN","madison.lee@ibmpccompany.com","Regional Director"
"MDSi AT&T","PaaS: Blockchain Adoption Initiative","Closed Won","Q1-2025","45383.57","100","2/28/2025","1/12/2025","Set up a kickoff meeting with the CFO","Cold Call","New Business","","001Hu00003XRhuH","",""
"The Walt Disney Company  Limited","PaaS: Analytics Cloud Implementation","Closed Won","Q1-2025","22931.65","98","2/28/2025","1/12/2025","Send a thank-you note to the CRO","Web","Expansion","Ivy Reynolds","001Hu00003XRhuo","ivy.reynolds@thewaltdisneycompanylimited.com","VP of Engineering"
"Boeing Shared Services","OCI: Autonomous Database Expansion Project","Closed Won","Q1-2025","228913.16","99","2/28/2025","1/12/2025","Set up a kickoff meeting with the CTO","Event","New Business","Bella Richardson","001Hu00003XRhu8","bella.richardson@boeingsharedservices.com","Director of Sales"
"Verizon-Bell Atlantic-South","SaaS: ERP Expansion Project","Propose","Q1-2025","38837.17","49","3/1/2025","1/12/2025","Discuss pricing options with the VP of Sales","Referral","New Business","Aurora Stevens","001Hu00003XRhoF","aurora.stevens@verizon-bellatlantic-south.com","CISO"
"CITI GROUP TECHNOLOGY","OCI: Networking Adoption Initiative","Qualify","Q1-2025","130567.90","15","3/1/2025","1/12/2025","Gather requirements from the CRO","Social Media","New Business","Mason Alford","001Hu00003XRhuc","mason.alford@citigrouptechnology.com","VP of Marketing"
"AT&T INFORMATION SYSTEMS","SaaS: ERP Adoption Initiative","Negotiate","Q1-2025","370010.42","75","3/1/2025","1/12/2025","Finalize contract details with the Product Manager","Web","Renewal","","001Hu00003XRhqJ","",""
"Exxonmobil Chemical Europe Inc.","OCI: Storage Implementation","Propose","Q1-2025","99818.57","49","3/1/2025","1/12/2025","Discuss pricing options with the Product Manager","Cold Call","Renewal","","001Hu00003XRhro","",""
"AT&T Messaging","SaaS: SCM Upgrade Proposal","Negotiate","Q1-2025","493502.59","77","3/1/2025","1/12/2025","Finalize contract details with the Product Manager","Cold Call","New Business","","001Hu00003XRhno","",""
"Chevron Business and Real Estate Se","PaaS: Generative AI Upgrade Proposal","Propose","Q1-2025","269095.00","46","3/1/2025","1/12/2025","Discuss pricing options with the CTO","Social Media","New Business","August Bartlett","001Hu00003XRhsw","august.bartlett@chevronbusinessandrealestatese.com","VP of Sales"
"IBM Fairfax","PaaS: Blockchain Adoption Initiative","Meet & Present","Q1-2025","13343.95","26","3/1/2025","1/12/2025","Demonstrate product features to the CFO","Cold Call","Expansion","Wesley Sanchez","001Hu00003XRhtd","wesley.sanchez@ibmfairfax.com","Senior Director"
"BOEING SATELLITE SYSTEMS","PaaS: Generative AI Adoption Initiative","Qualify","Q1-2025","201817.64","13","3/1/2025","1/12/2025","Send introduction email to the CRO","Web","Renewal","Layla Byrd","001Hu00003XRhvX","layla.byrd@boeingsatellitesystems.com","VP of Product"
"CITI CARDS","PaaS: Generative AI Upgrade Proposal","Propose","Q1-2025","220715.78","46","3/1/2025","1/12/2025","Review the proposal with the VP of Sales","Referral","Renewal","Cooper Case","001Hu00003XRhnf","cooper.case@citicards.com","VP of Operations"
"Citi Invoice Processing Center","OCI: Autonomous Database Implementation","Qualify","Q1-2025","48095.15","15","3/1/2025","1/12/2025","Gather requirements from the CRO","Social Media","New Business","Seth Rivera","001Hu00003XRhwK","seth.rivera@citiinvoiceprocessingcenter.com","Director of Operations"
"Microsoft Media Network","OCI: Networking Expansion Project","Qualify","Q1-2025","97221.85","15","3/1/2025","1/12/2025","Gather requirements from the VP of Sales","Referral","Expansion","Jordan Bruce","001Hu00003XRhnI","jordan.bruce@microsoftmedianetwork.com","Director of Product"
"IBM Credit LLC","PaaS: Analytics Cloud Adoption Initiative","Closed Lost","Q1-2025","13587.90","3","3/1/2025","1/12/2025","Plan re-engagement strategy with the CFO","Social Media","Renewal","Luna Bennett","001Hu00003XRhnw","luna.bennett@ibmcreditllc.com","CRO"
"The Walt Disney Company  Limited","PaaS: Generative AI Adoption Initiative","Closed Lost","Q1-2025","59535.71","4","3/1/2025","1/12/2025","Document feedback from the CFO","Web","Expansion","Elena Bauer","001Hu00003XRhuo","elena.bauer@thewaltdisneycompanylimited.com","Director of Engineering"
"Amazon","SaaS: ERP Implementation","Qualify","Q1-2025","346685.87","9","3/2/2025","1/12/2025","Schedule an initial call with the CEO","Referral","Renewal","Derek Bradley","001Hu00003XRhv7","derek.bradley@amazon.com","VP of Marketing"
"ASP Johnson & Johnson","SaaS: Financials Upgrade Proposal","Negotiate","Q1-2025","474611.66","76","3/2/2025","1/12/2025","Finalize contract details with the Product Manager","Event","Expansion","","001Hu00003XRhq9","",""
"Citi Trends","PaaS: Integration Cloud Upgrade Proposal","Qualify","Q1-2025","10375.68","15","3/2/2025","1/12/2025","Schedule an initial call with the CTO","Social Media","New Business","Xavier Best","001Hu00003XRhnN","xavier.best@cititrends.com","VP of Marketing"
"Walt Disney Attractions Technology LLC","PaaS: IoT Cloud Upgrade Proposal","Negotiate","Q1-2025","88718.83","71","3/2/2025","1/12/2025","Finalize contract details with the VP of Sales","Referral","New Business","Leo Conner","001Hu00003XRhwJ","leo.conner@waltdisneyattractionstechnologyllc.com","VP of Product"
"JOHNSON & JOHNSON CORPORAT","SaaS: ERP Expansion Project","Closed Lost","Q1-2025","18723.56","0","3/2/2025","1/12/2025","Analyze reasons for loss with the Director of Operations","Referral","New Business","","001Hu00003XRhos","",""
"IBM CROSSWORLDS","PaaS: IoT Cloud Expansion Project","Closed Lost","Q1-2025","44136.20","0","3/2/2025","1/12/2025","Plan re-engagement strategy with the Product Manager","Event","New Business","Delilah Bond","001Hu00003XRht6","delilah.bond@ibmcrossworlds.com","Director of Sales"
"IBM VENDOR ACCOUNTING","SaaS: Financials Expansion Project","Closed Won","Q1-2025","165113.38","99","3/2/2025","1/12/2025","Prepare onboarding materials for the CTO","Event","Renewal","Alice Bird","001Hu00003XRhvW","alice.bird@ibmvendoraccounting.com","CISO"
"Verizon Enterprise Solutions LLC","PaaS: Blockchain Adoption Initiative","Closed Won","Q1-2025","24817.82","98","3/2/2025","1/12/2025","Prepare onboarding materials for the VP of Sales","Web","Expansion","Wesley Chapman","001Hu00003XRhsC","wesley.chapman@verizonenterprisesolutionsllc.com","Executive Director"
"Intelisys, Inc.","OCI: Networking Adoption Initiative","Closed Won","Q1-2025","82327.69","98","3/2/2025","1/12/2025","Send a thank-you note to the CEO","Cold Call","New Business","","001Hu00003XRhuI","",""
"Verizon Accounts Payable","SaaS: Financials Adoption Initiative","Closed Won","Q1-2025","159154.97","96","3/2/2025","1/12/2025","Send a thank-you note to the CEO","Referral","Renewal","Penelope Bray","001Hu00003XRhvn","penelope.bray@verizonaccountspayable.com","VP of Operations"
"IBM Unica","SaaS: EPM Expansion Project","Negotiate","Q1-2025","14262.57","76","3/3/2025","1/12/2025","Negotiate terms with the VP of Sales","Referral","Expansion","Isaac Broderick","001Hu00003XRhqu","isaac.broderick@ibmunica.com","Director of Product"
"JOHNSON & JOHNSON JANSSEN PHARMACEUTICALS","PaaS: Blockchain Implementation","Propose","Q1-2025","421437.40","50","3/3/2025","1/12/2025","Send a proposal to the CEO","Referral","Renewal","","001Hu00003XRhon","",""
"Comcast","PaaS: Analytics Cloud Upgrade Proposal","Meet & Present","Q1-2025","95457.43","30","3/3/2025","1/12/2025","Demonstrate product features to the CTO","Referral","New Business","Rhys Rivera","001Hu00003XRhoO","rhys.rivera@comcast.com","Director of Engineering"
"Cellco Partnership d/b/a/ Verizon Wireless","PaaS: Integration Cloud Implementation","Negotiate","Q1-2025","51579.42","76","3/3/2025","1/12/2025","Negotiate terms with the CEO","Social Media","Expansion","","001Hu00003XRhrR","",""
"Microsoft Store","OCI: Compute Expansion Project","Closed Lost","Q1-2025","10171.22","1","3/3/2025","1/12/2025","Document feedback from the CEO","Event","Expansion","Lucy Lopez","001Hu00003XRhqX","lucy.lopez@microsoftstore.com","CIO"
"Terremark - A Verizon Company","PaaS: Analytics Cloud Upgrade Proposal","Closed Won","Q1-2025","29991.93","95","3/3/2025","1/12/2025","Set up a kickoff meeting with the Product Manager","Referral","Renewal","Summer Clements","001Hu00003XRhob","summer.clements@terremark-averizoncompany.com","Senior Director"
"BANK OF AMERICA TRANSACTIO SERV","SaaS: SCM Expansion Project","Negotiate","Q1-2025","5207.08","72","3/4/2025","1/12/2025","Finalize contract details with the VP of Sales","Social Media","Expansion","Dominic Wallace","001Hu00003XRhok","dominic.wallace@bankofamericatransactioserv.com","Director of Operations"
"Agilum Healthcare Intelligence, Inc.","SaaS: Financials Adoption Initiative","Meet & Present","Q1-2025","360105.87","23","3/4/2025","1/12/2025","Demonstrate product features to the CFO","Referral","Renewal","","001Hu00003XRhuO","",""
"IBM / Storage (pka Sequent Computer Systems)","SaaS: CX Upgrade Proposal","Qualify","Q1-2025","22681.37","8","3/4/2025","1/12/2025","Gather requirements from the Director of Operations","Referral","Expansion","","001Hu00003XRhnH","",""
"MICROSOFT TELLME","SaaS: Financials Upgrade Proposal","Negotiate","Q1-2025","388180.74","80","3/4/2025","1/12/2025","Finalize contract details with the CEO","Web","Renewal","Adam Reed","001Hu00003XRhvv","adam.reed@microsofttellme.com","Regional Director"
"Verizon Networkfleet","OCI: Autonomous Database Upgrade Proposal","Closed Lost","Q1-2025","336769.69","1","3/4/2025","1/12/2025","Analyze reasons for loss with the CEO","Event","Renewal","Bella Chaney","001Hu00003XRhuC","bella.chaney@verizonnetworkfleet.com","Senior Director"
"Citigroup Global Markets Inc.","SaaS: ERP Upgrade Proposal","Closed Lost","Q1-2025","155914.79","0","3/4/2025","1/12/2025","Plan re-engagement strategy with the CTO","Event","Renewal","","001Hu00003XRhq2","",""
"PFIZER HEALTH SOLUTIONS","PaaS: IoT Cloud Implementation","Closed Won","Q1-2025","48312.46","100","3/4/2025","1/12/2025","Prepare onboarding materials for the VP of Sales","Referral","Expansion","Wesley Barber","001Hu00003XRhqE","wesley.barber@pfizerhealthsolutions.com","Director of Engineering"
"AT&T SYSTEM A","PaaS: IoT Cloud Expansion Project","Meet & Present","Q1-2025","12225.01","30","3/5/2025","1/12/2025","Demonstrate product features to the Product Manager","Cold Call","Renewal","","001Hu00003XRhtS","",""
"MORGAN STANLEY & CO.","SaaS: SCM Upgrade Proposal","Negotiate","Q1-2025","465713.95","77","3/5/2025","1/12/2025","Finalize contract details with the CEO","Social Media","Expansion","","001Hu00003XRhsP","",""
"Disney Connected and Adv Tech","SaaS: CX Implementation","Negotiate","Q1-2025","41567.71","75","3/5/2025","1/12/2025","Finalize contract details with the Director of Operations","Event","Renewal","Mia Harrison","001Hu00003XRhsF","mia.harrison@disneyconnectedandadvtech.com","Director of Marketing"
